id,title,keywords,project,obsoletedBy,isPublic,dataUrl,abstract,attributeName,kingdom,phylum,class,order,family,genus,species,access
doi:10.5065/D67942RD,GenBank accession numbers for genetic data on D1D2 gene of copepods,"c(""Arctic"", ""Ancillary Info"")",NULL,NA,TRUE,https://cn.dataone.org/cn/v2/resolve/doi%3A10.5065%2FD67942RD,This data set contains the GenBank accession numbers for genetic data gathered on the D1D2 gene of copepods during the Shelf Basin Interactions (SBI) field project. These sequences are now available to everyone who accesses GenBank. The accession number is on the right; our internal number is on the left and the name of the species of copepod is in the middle.,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,FALSE
doi:10.5063/F1DN43JN,Global Natural and Anthropogenic Soil Nitrogen Pool Dataset,"c(""Soil"", ""Nitrogen cycling"", ""Agricultural system"", ""Urban system"", ""Global change"")",Global Natural and Anthropogenic Soil Nitrogen Pool Dataset,NA,TRUE,https://cn.dataone.org/cn/v2/resolve/doi%3A10.5063%2FF1DN43JN,"This dataset is used to present the global meta-analysis results in Chien and Krumins’s paper (2023) titled “Anthropogenic Effects on Global Soil Nitrogen pools” in the journal of Science of The Total Environment. The paper mainly compares the size and mechanisms of soil nitrogen pools soil among natural, agricultural, and urban ecosystems. This dataset is published here in open-access for reference.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,FALSE
doi:10.5063/F12Z13R6,Global Ocean Health Index 2018 assessment,"c(""OHI"", ""index"", ""ocean"")",NULL,NA,TRUE,https://cn.dataone.org/cn/v2/resolve/doi%3A10.5063%2FF12Z13R6,"Scores from the 2018 global Ocean Health Index (OHI) assessment and accompanying data and models. The global Ocean Health Index assesses ocean health for 220 coastal countries and territories and has been conducted yearly since 2012.  The Index describes how well we are sustainably managing 10 goals which represent the full suite of benefits that people want and need from the ocean.  These goals include: artisanal fishing opportunity, biodiversity, carbon storage, clean waters, coastal livelihoods and economies, coastal protection, food provision, natural products, sense of place, and tourism and recreation.  Each goal is given a score ranging from 0 to 100, and the full suite of goal scores are then averaged to obtain an overall index score for each region.  Please see our website for additional resources and information (http://ohi-science.org/).",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,FALSE
doi:10.5063/F15T3HZ5,Global Ocean Health Index 2019 assessment,"c(""OHI"", ""index"", ""ocean"", ""indicator"")",NULL,NA,TRUE,https://cn.dataone.org/cn/v2/resolve/doi%3A10.5063%2FF15T3HZ5,"Scores from the 2019 global Ocean Health Index (OHI) assessment and accompanying data and models. The global Ocean Health Index assesses ocean health for 220 coastal countries and territories and has been conducted yearly since 2012. The Index describes how well we are sustainably managing 10 goals which represent the full suite of benefits that people want and need from the ocean. These goals include: artisanal fishing opportunity, biodiversity, carbon storage, clean waters, coastal livelihoods and economies, coastal protection, food provision, natural products, sense of place, and tourism and recreation. Each goal is given a score ranging from 0 to 100, and the full suite of goal scores are then averaged to obtain an overall index score for each region. Please see https://oceanhealthindex.org/ for additional resources and information. OHI prep github: https://github.com/OHI-Science/ohiprep_v2019 OHI Global github: https://github.com/OHI-Science/ohi-global/releases/tag/v2019.1","c(""goal"", ""dimension"", ""region_id"", ""score"", ""year"")",NULL,NULL,NULL,NULL,NULL,NULL,NULL,FALSE
doi:10.5063/F19K48PW,Global Ocean Health Index 2020 assessment,"c(""OHI"", ""index"", ""ocean"", ""indicator"")",NULL,NA,TRUE,https://cn.dataone.org/cn/v2/resolve/doi%3A10.5063%2FF19K48PW,"Scores from the 2020 global Ocean Health Index (OHI) assessment and accompanying data and models. The global Ocean Health Index assesses ocean health for 220 coastal countries and territories and has been conducted yearly since 2012. The Index describes how well we are sustainably managing 10 goals which represent the full suite of benefits that people want and need from the ocean. These goals include: artisanal fishing opportunity, biodiversity, carbon storage, clean waters, coastal livelihoods and economies, coastal protection, food provision, natural products, sense of place, and tourism and recreation. Each goal is given a score ranging from 0 to 100, and the full suite of goal scores are then averaged to obtain an overall index score for each region. Please see https://oceanhealthindex.org/ for additional resources and information.","c(""goal"", ""dimension"", ""region_id"", ""score"", ""year"")",NULL,NULL,NULL,NULL,NULL,NULL,NULL,FALSE
doi:10.5063/F1GT5KNH,Global Ocean Health Index 2022 assessment,"c(""OHI"", ""index"", ""ocean"")",NULL,NA,TRUE,https://cn.dataone.org/cn/v2/resolve/doi%3A10.5063%2FF1GT5KNH,"Scores from the 2022 global Ocean Health Index (OHI) assessment and accompanying data and models. The global Ocean Health Index assesses ocean health for 220 coastal countries and territories and has been conducted yearly since 2012. The Index describes how well we are sustainably managing 10 goals which represent the full suite of benefits that people want and need from the ocean. These goals include: artisanal fishing opportunity, biodiversity, carbon storage, clean waters, coastal livelihoods and economies, coastal protection, food provision, natural products, sense of place, and tourism and recreation. Each goal is given a score ranging from 0 to 100, and the full suite of goal scores are then averaged to obtain an overall index score for each region. Please see http://oceanhealthindex.org/ for additional resources and information.","c(""scenario"", ""goal"", ""long_goal"", ""dimension"", ""region_id"", ""region_name"", ""value"")",NULL,NULL,NULL,NULL,NULL,NULL,NULL,FALSE
doi:10.5063/F1PR7TFN,Global Ocean Health Index 2023 assessment,"c(""OHI"", ""index"", ""ocean"", ""conservation"")",NULL,NA,TRUE,https://cn.dataone.org/cn/v2/resolve/doi%3A10.5063%2FF1PR7TFN,"Scores from the 2023 global Ocean Health Index (OHI) assessment and accompanying data and models. The global Ocean Health Index assesses ocean health for 220 coastal countries and territories and has been conducted yearly since 2012. The Index describes how well we are sustainably managing 10 goals which represent the full suite of benefits that people want and need from the ocean. These goals include: artisanal fishing opportunity, biodiversity, carbon storage, clean waters, coastal livelihoods and economies, coastal protection, food provision, natural products, sense of place, and tourism and recreation. Each goal is given a score ranging from 0 to 100, and the full suite of goal scores are then averaged to obtain an overall index score for each region. Please see http://oceanhealthindex.org/ for additional resources and information.","c(""scenario"", ""goal"", ""long_goal"", ""dimension"", ""region_id"", ""region_name"", ""value"")",NULL,NULL,NULL,NULL,NULL,NULL,NULL,FALSE
doi:10.18739/A2XK0D,Global Tundra Vegetation Change - 30 years of plant abundance data from unmanipulated and experimentally-warmed plots,"c(""EARTH SCIENCE > BIOSPHERE > VEGETATION > VEGETATION SPECIES"", ""OTHER"", ""POINT"", ""UNKNOWN"", ""biota"")",NULL,NA,TRUE,https://cn.dataone.org/cn/v2/resolve/doi%3A10.18739%2FA2XK0D,"These data were collected in conjunction with two International Polar Year (IPY) synthesis projects, looking at 1. Vegetation responses to warming in sites worldwide and 2. Long-term changes in unmanipulated control plots. As there is substantial overlap in the datasets used for the two projects (i.e. control plots from warming experiments often also provided a record of long-term change under ambient conditions), we have opted to archive the data from both projects together. We amassed plot-based data on vegetation abundance (cover, point-frame hits, biomass, subplot frequency, stem-counts) from permanently marked plots, transects, and study areas throughout the tundra biome, and in and out of warming experiments. Criteria for inclusion in the warming treatment analysis were measures of plant abundance in warmed and control plots in at least one year. For the long-term change project, criteria for inclusion were repeat-measurements of plant abundance in unmanipulated vegetation using the same techniques in 2+ study years at least 5 years apart in time. We also collected air and soil temperature data (where available) from the study site locations. This data set is available in the Polar Data Catalog with Canadian Cryospheric Information Network (CCIN) reference number 10786.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,FALSE
doi:10.18739/A2154DP71,Global Tundra Vegetation Change - 30 years of plant abundance data from unmanipulated and experimentally-warmed plots,"c(""EARTH SCIENCE > BIOSPHERE > VEGETATION > VEGETATION SPECIES"", ""OTHER"", ""POINT"", ""UNKNOWN"", ""biota"")",NULL,NA,TRUE,https://cn.dataone.org/cn/v2/resolve/doi%3A10.18739%2FA2154DP71,"These data were collected in conjunction with two International Polar Year (IPY) synthesis projects, looking at 1. Vegetation responses to warming in sites worldwide and 2. Long-term changes in unmanipulated control plots. As there is substantial overlap in the datasets used for the two projects (i.e. control plots from warming experiments often also provided a record of long-term change under ambient conditions), we have opted to archive the data from both projects together. We amassed plot-based data on vegetation abundance (cover, point-frame hits, biomass, subplot frequency, stem-counts) from permanently marked plots, transects, and study areas throughout the tundra biome, and in and out of warming experiments. Criteria for inclusion in the warming treatment analysis were measures of plant abundance in warmed and control plots in at least one year. For the long-term change project, criteria for inclusion were repeat-measurements of plant abundance in unmanipulated vegetation using the same techniques in 2+ study years at least 5 years apart in time. We also collected air and soil temperature data (where available) from the study site locations. This data set is available in the Polar Data Catalog with Canadian Cryospheric Information Network (CCIN) reference number 10786.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,FALSE
doi:10.18739/A27D2Q92X,"Global Vegetation Greenness Normalized Difference Vegetation Index (NDVI) from Advanced Very High Resolution Radiometer (AVHRR) Global Inventory Modeling and Mapping Studies-3rd Generation (GIMMS-3G+), 1981-2022","c(""Arctic Report Card 2021"", ""Arctic Report Card 2022"", ""Arctic Report Card 2023"", ""Arctic Report Card 2024"", ""Arctic Report Card 2025"")","Global Vegetation Greenness (NDVI) from AVHRR GIMMS-3G+, 1981-2022",NA,TRUE,https://cn.dataone.org/cn/v2/resolve/doi%3A10.18739%2FA27D2Q92X,"This dataset holds the Global Inventory Modeling and Mapping Studies-3rd Generation V1.2 (GIMMS-3G+) data for the Normalized Difference Vegetation Index (NDVI). NDVI was based on corrected and calibrated measurements from Advanced Very High Resolution Radiometer (AVHRR) data with a spatial resolution of 0.0833 degree and global coverage for 1982 to 2022. Maximum NDVI values are reported within twice monthly compositing periods (two values per month). The dataset was assembled from different AVHRR sensors and accounts for various deleterious effects, such as calibration loss, orbital drift, and volcanic eruptions. The data are provided in NetCDF format. This dataset provides one of the longest continuous records of global vegetation productivity. It has been widely used by the remote sensing community and has supported many scientific publications.","c(""crs"", ""time_bnds"", ""satellites"", ""ndvi"", ""percentile"", ""time"", ""lon"", ""lat"")",NULL,NULL,NULL,NULL,NULL,NULL,NULL,FALSE
doi:10.5063/AA/nceas.347.3,Global analysis of nitrogen and phosphorus limitation,"c(""nutrient resources"", ""nitrogen"", ""phophorus"", ""fertilization"", ""plant community"", ""bottom-up"", ""primary producer biomass"", ""experimental manipulation"", ""marine, terrestrial, freshwater ecosystems"")",NULL,NA,TRUE,https://cn.dataone.org/cn/v2/resolve/doi%3A10.5063%2FAA%2Fnceas.347.3,"The cycles of the key nutrient elements nitrogen (N) and phosphorus (P) have been massively altered by anthropogenic activities. Thus, it is essential to understand how photosynthetic production across diverse ecosystems is, or is not, limited by N and P. Via a large-scale meta-analysis of experimental enrichments, we show that P limitation is equally strong across these major habitats and that N and P limitation are equivalent within both terrestrial and freshwater systems. Furthermore, simultaneous N and P enrichment produces strongly positive synergistic responses in all three environments. Thus, contrary to some prevailing paradigms, freshwater, marine and terrestrial ecosystems are surprisingly similar in terms of N and P limitation.","c(""id_study"", ""system"", ""strata"", ""habitat"", ""cat"", ""tax_resp_class"", ""l.n.c"", ""l.p.c"", ""l.int.c"", ""Date_entry"", ""author"", ""pubyear"", ""citation"", ""publication"", ""pubvol"", ""pages"", ""hab_descrip"", ""location"", ""latitud"", ""longitud"", ""elev"", ""n_avail"", ""n_total"", ""p_avail"", ""p_total"", ""c_total"", ""pH"", ""light"", ""temp"", ""precip"", ""npp"", ""npp_typ"", ""ab"", ""ab_unit"", ""study_typ"", ""cons_man"", ""HA"", ""fert"", ""fdchlg_man"", ""num_nut_tmnt"", ""num_nut"", ""duration"", ""fert_area"", ""cons_area"", ""vol"", ""fert_unit"", ""p_rate"", 
""n_rate"", ""meta_source"", ""note_study"")",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NA
doi:10.5063/F1SX6BDP,Global change in marine aquaculture production potential under climate change,NULL,NULL,NA,TRUE,https://cn.dataone.org/cn/v2/resolve/doi%3A10.5063%2FF1SX6BDP,"Climate change is an immediate and future threat to food security globally. The consequences for fisheries and agriculture production potential are well studied, yet the possible outcomes for aquaculture (i.e., aquatic farming) – the fastest growing food sector on the planet – remains a major gap in scientific understanding. With over a third, and growing, of aquaculture produced in marine waters it is critical to anticipate new opportunities and challenges to marine production under climate change. Here we model and map the effect of warming oceans conditions (RCP 8.5) on marine aquaculture production potential over the next century, based on thermal tolerance and growth data of 180 cultured finfish and bivalve species. We find heterogeneous patterns of gains and losses, but an overall greater probability of declines worldwide. Accounting for multiple drivers of species growth, including shifts in temperature, chlorophyll, and ocean acidification (OA), reveals potentially greater declines in bivalve aquaculture compared to finfish production. This study addresses a missing component in food security research and sustainable development planning by identifying regions that will face potentially greater climate change challenges and resilience for marine aquaculture in the coming decades. Understanding the scale and magnitude of future increases and reductions in aquaculture potential is critical for designing effective and efficient use and protection of the oceans, and ultimately for feeding the planet sustainably.","c(""row number"", ""ID"", ""LABEL"", ""sumareafish"", ""fishphiavg"", ""row number"", ""ID"", ""LABEL"", ""sumareafish"", ""fishphiavg"", ""row number"", ""ID"", ""LABEL"", ""sumareafish"", ""fishphiavg"", ""row number"", ""ID"", ""LABEL"", ""sumareafish"", ""fishphiavg"", ""row number"", ""ID"", ""LABEL"", ""sumareafish"", ""fishphiavg"", ""row number"", ""ID"", ""LABEL"", ""sumareafish"", ""fishphiavg"", ""row number"", ""ID"", ""LABEL"", ""sumareafish"", ""fishphiavg"", ""row number"", ""ID"", ""LABEL"", ""sumareafish"", ""fishphiavg"", ""row number"", ""ID"", ""LABEL"", ""sumareafish"", 
""fishphiavg"", ""row number"", ""ID"", ""LABEL"", ""sumareafish"", ""fishphiavg"", ""ID"", ""LABEL"")",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NA
doi:10.5063/F1Q52N26,Global food system pressure data,"c(""food system"", ""ghg"", ""nutrient pollution"", ""water use"", ""aquaculture"", ""agriculture"", ""marine Glob"")",Environmental footprint of global food production,NA,TRUE,https://cn.dataone.org/cn/v2/resolve/doi%3A10.5063%2FF1Q52N26,"These global raster data describe the environmental footprint of the majority of food production for 2017. Please refer to the accompanying publication (and supporting methods; Halpern et al. 2022. The environmental footprint of global food production. Nature Sustainability) for more information. We map four dominant global pressures of food production: disturbance (km2eq); blue freshwater consumption (m3 water); excess nutrients (tonnes NP); and greenhouse gas emissions (tonnes CO2eq). Categories of food include 26 crop categories (plus fodder, which is only consumed as feed); 6 livestock animals (cattle, buffalo, goats, sheep, pigs, chickens); 7 categories of marine fisheries, including forage fish species used for fishmeal and oil, other small pelagics, medium pelagics, large pelagics, benthic, demersal, and reef-associated; freshwater fisheries, with one group for all sizes and taxa; and 6 categories of marine aquaculture, including salmonids, unfed or algae fed shellfish, shrimp and prawns, tuna, other marine finfish, other crustaceans. We primarily assess pressures from sources occurring within the farm-gate. In most cases, we exclude activities occurring beyond the farm-gate, such as processing and transportation of product, manufacture of equipment, and extraction of fuel because we were generally unable to map the location of these activities. For feed components, we map the pressures to the location where the crops are likely grown, after accounting for trade, or fish are captured (vs. where they are fed to animals). In addition to the raw data files, we also provide rescaled pressure data and a cumulative pressure index that combines the 4 pressures. To calculate the cumulative pressure, we adopted similar methods as other cumulative measures, rescaling each individual pressure (GHG, FW, NP, D) by dividing the values in each pixel (i) by the total global pressure summed across all food systems and pixels (T), such that each pixel describes its proportional contribution to the global total for that pressure. We then summed these rescaled pressure layers to obtain a total cumulative pressure score (CP) for each pixel i, such that CPi = GHGi/GHGT + FWi/FWT + NPi/NPT + Di/DT (raster cell values are multiplied by 1000000 to avoid small numbers and rounding errors). The result is that each rescaled pixel is a unitless value describing its proportional contribution to the total global pressure. The cumulative pressure index allows direct comparisons among foods, regions, and pressures to identify where: individual pressures are high relative to other pressures, multiple pressures overlap, and hotspots of cumulative pressure are located. This information provides a more complete picture of the environmental pressures occurring at any global area and from each food type. We us the Gall-Peters equal area coordinate reference system with a resolution of 36km2.","c(""rescaled pressures and cumulative pressure"", ""m3 blue water use, tonnes excess N+P, km2eq disturbance, CO2eq green house gas emissions"", ""rescaled pressures"", ""green water use, m3 per cell"", ""tonnes excess N or P"", ""tonnes production"", ""count"")",NULL,NULL,NULL,NULL,NULL,NULL,NULL,FALSE
doi:10.5063/F1V69H1B,Global food system pressure data,"c(""food system"", ""ghg"", ""nutrient pollution"", ""water use"", ""aquaculture"", ""agriculture"", ""marine Glob"")",Environmental footprint of global food production,NA,TRUE,https://cn.dataone.org/cn/v2/resolve/doi%3A10.5063%2FF1V69H1B,"These global raster data describe the environmental footprint of the majority of food production for 2017. Please refer to the accompanying publication (and supporting methods; Halpern et al. 2022. The environmental footprint of global food production. Nature Sustainability) for more information. We map four dominant global pressures of food production: disturbance (km2eq); blue freshwater consumption (m3 water); excess nutrients (tonnes NP); and greenhouse gas emissions (tonnes CO2eq). Categories of food include 26 crop categories (plus fodder, which is only consumed as feed); 6 livestock animals (cattle, buffalo, goats, sheep, pigs, chickens); 7 categories of marine fisheries, including forage fish species used for fishmeal and oil, other small pelagics, medium pelagics, large pelagics, benthic, demersal, and reef-associated; freshwater fisheries, with one group for all sizes and taxa; and 6 categories of marine aquaculture, including salmonids, unfed or algae fed shellfish, shrimp and prawns, tuna, other marine finfish, other crustaceans. We primarily assess pressures from sources occurring within the farm-gate. In most cases, we exclude activities occurring beyond the farm-gate, such as processing and transportation of product, manufacture of equipment, and extraction of fuel because we were generally unable to map the location of these activities. For feed components, we map the pressures to the location where the crops are likely grown, after accounting for trade, or fish are captured (vs. where they are fed to animals). In addition to the raw data files, we also provide rescaled pressure data and a cumulative pressure index that combines the 4 pressures. To calculate the cumulative pressure, we adopted similar methods as other cumulative measures, rescaling each individual pressure (GHG, FW, NP, D) by dividing the values in each pixel (i) by the total global pressure summed across all food systems and pixels (T), such that each pixel describes its proportional contribution to the global total for that pressure. We then summed these rescaled pressure layers to obtain a total cumulative pressure score (CP) for each pixel i, such that CPi = GHGi/GHGT + FWi/FWT + NPi/NPT + Di/DT (raster cell values are multiplied by 1000000 to avoid small numbers and rounding errors). The result is that each rescaled pixel is a unitless value describing its proportional contribution to the total global pressure. The cumulative pressure index allows direct comparisons among foods, regions, and pressures to identify where: individual pressures are high relative to other pressures, multiple pressures overlap, and hotspots of cumulative pressure are located. This information provides a more complete picture of the environmental pressures occurring at any global area and from each food type. We us the Gall-Peters equal area coordinate reference system with a resolution of 36km2.","c(""count"", ""tonnes production"", ""tonnes excess N or P"", ""green water use, m3 per cell"", ""rescaled pressures"", ""m3 blue water use, tonnes excess N+P, km2eq disturbance, CO2eq green house gas emissions"", ""rescaled pressures and cumulative pressure"")",NULL,NULL,NULL,NULL,NULL,NULL,NULL,FALSE
doi:10.5063/F1FN14NK,Global food system pressure data,"c(""food system"", ""ghg"", ""nutrient pollution"", ""water use"", ""aquaculture"", ""agriculture"", ""marine Glob"")",Environmental footprint of global food production,NA,TRUE,https://cn.dataone.org/cn/v2/resolve/doi%3A10.5063%2FF1FN14NK,"These global raster data describe the environmental footprint of the majority of food production for 2017. Please refer to the accompanying publication (and supporting methods; Halpern et al. 2022. The environmental footprint of global food production. Nature Sustainability) for more information. We map four dominant global pressures of food production: disturbance (km2eq); blue freshwater consumption (m3 water); excess nutrients (tonnes NP); and greenhouse gas emissions (tonnes CO2eq). Categories of food include 26 crop categories (plus fodder, which is only consumed as feed); 6 livestock animals (cattle, buffalo, goats, sheep, pigs, chickens); 7 categories of marine fisheries, including forage fish species used for fishmeal and oil, other small pelagics, medium pelagics, large pelagics, benthic, demersal, and reef-associated; freshwater fisheries, with one group for all sizes and taxa; and 6 categories of marine aquaculture, including salmonids, unfed or algae fed shellfish, shrimp and prawns, tuna, other marine finfish, other crustaceans. We primarily assess pressures from sources occurring within the farm-gate. In most cases, we exclude activities occurring beyond the farm-gate, such as processing and transportation of product, manufacture of equipment, and extraction of fuel because we were generally unable to map the location of these activities. For feed components, we map the pressures to the location where the crops are likely grown, after accounting for trade, or fish are captured (vs. where they are fed to animals). In addition to the raw data files, we also provide rescaled pressure data and a cumulative pressure index that combines the 4 pressures. To calculate the cumulative pressure, we adopted similar methods as other cumulative measures, rescaling each individual pressure (GHG, FW, NP, D) by dividing the values in each pixel (i) by the total global pressure summed across all food systems and pixels (T), such that each pixel describes its proportional contribution to the global total for that pressure. We then summed these rescaled pressure layers to obtain a total cumulative pressure score (CP) for each pixel i, such that CPi = GHGi/GHGT + FWi/FWT + NPi/NPT + Di/DT (raster cell values are multiplied by 1000000 to avoid small numbers and rounding errors). The result is that each rescaled pixel is a unitless value describing its proportional contribution to the total global pressure. The cumulative pressure index allows direct comparisons among foods, regions, and pressures to identify where: individual pressures are high relative to other pressures, multiple pressures overlap, and hotspots of cumulative pressure are located. This information provides a more complete picture of the environmental pressures occurring at any global area and from each food type. We us the Gall-Peters equal area coordinate reference system with a resolution of 36km2. This dataset is identical to an earlier version, https://knb.ecoinformatics.org/view/doi:10.5063/F1V69H1B, with the exception that two new files have been added for completeness. These two files are food_rgns.tif and food_rgns_xy.csv.","c(""count"", ""tonnes production"", ""tonnes excess N or P"", ""green water use, m3 per cell"", ""rescaled pressures"", ""m3 blue water use, tonnes excess N+P, km2eq disturbance, CO2eq green house gas emissions"", ""rescaled pressures and cumulative pressure"")",NULL,NULL,NULL,NULL,NULL,NULL,NULL,FALSE
doi:10.18739/A26Z5K,"Global frozen ground distribution for LGM, mid-Holocene and pre-Industrial periods","c(""EARTH SCIENCE > CLIMATE INDICATORS > CRYOSPHERIC INDICATORS"", ""OTHER"", ""geoscientificInformation"")",NULL,NA,TRUE,https://cn.dataone.org/cn/v2/resolve/doi%3A10.18739%2FA26Z5K,"Model ensemble Global frozen ground distribution diagnosed from the CMIP5/PMIP3 simulation outputs for LGM, mid-Holocene and pre-Industrial periods.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,FALSE
doi:10.18739/A21G0HV54,"Global frozen ground distribution for LGM, mid-Holocene and pre-Industrial periods","c(""EARTH SCIENCE > CLIMATE INDICATORS > CRYOSPHERIC INDICATORS"", ""OTHER"", ""geoscientificInformation"")",NULL,NA,TRUE,https://cn.dataone.org/cn/v2/resolve/doi%3A10.18739%2FA21G0HV54,"Model ensemble Global frozen ground distribution diagnosed from the CMIP5/PMIP3 simulation outputs for LGM, mid-Holocene and pre-Industrial periods.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,FALSE
doi:10.18739/A2BZ61B03,Global lake area time series 1999-2021,"c(""lakes"", ""lake area"", ""surface water"", ""time series"")",Postdoctoral Fellowship: OPP-PRF: Tracking Long-Term Changes in Lake Area across the Arctic,NA,TRUE,https://cn.dataone.org/cn/v2/resolve/doi%3A10.18739%2FA2BZ61B03,"### Access
Files can be accessed and downloaded from the directory via: [http://arcticdata.io/data/10.18739/A2BZ61B03](http://arcticdata.io/data/10.18739/A2BZ61B03).

### Overview
This dataset contains: (1) a time series of lake area extracted from two Landsat-derived datasets (GSWO and GLAD) for ~6 million lakes globally, (2) the annual median lake area of these lakes, calculated separately for each dataset and (3) the monthly median lake area of these lakes, calculated separately for each dataset. For lakes within the northern permafrost zone (i.e., above 50 degrees North and underlain by permafrost), the time series dataset extends 1984-2023. For all other lakes, the time series dataset covers the period 1999-2021. For all lakes, annual median and monthly medians are calculated for the period 1999-2021.","c(""lake_id"", ""dataset"", ""year"", ""median_water"", ""n_obs"", ""climate_zone"", ""grid_id"", ""month"", ""water"", ""lake_group"")",NULL,NULL,NULL,NULL,NULL,NULL,NULL,FALSE
doi:10.18739/A2DV1CQ1B,Goose Bay (GBR) Super Dual Auroral Radar Network (SuperDARN) High Frequency (HF) Radar Ground Scatter Data (1994-2002),"c(""Arctic"", ""Polar"", ""Northern Hemisphere"", ""Dopper Radar"", ""SuperDARN"")",NNA: Remote Sensing of Arctic Sea Ice Using the Super Dual Auroral Radar Network,NA,TRUE,https://cn.dataone.org/cn/v2/resolve/doi%3A10.18739%2FA2DV1CQ1B,"The Super Dual Auroral Radar Network (SuperDARN) is an international network of ground-based, space weather radars which have operated continuously in the Arctic and Antarctic regions for more than 30 years. These high-frequency (HF) radars use over-the-horizon (OTH) radio wave propagation to detect ionospheric plasma structures across ranges of several thousand kilometers (km). As a byproduct of this technique, the transmitted radar signals frequently reflect from the Earth's surface and can be observed as ground backscatter echoes.  The monthly files in this dataset contain maps of daily ground backscatter observations from the Goose Bay (GBR) SuperDARN HF radar binned onto an equal-area 24 km grid.  The GBR radar is located in Labrador, Canada (53.32°N, 60.46°W) and is operated by Virginia Tech (Principal Investigator: J. Michael Ruohoniemi, mikeruo@vt.edu) with funding support from the National Science Foundation.","c(""lat"", ""lon"", ""cell_index"", ""time_bnds"", ""lat_bnds"", ""lon_bnds"", ""nscan"", ""count"", ""elv"", ""pow"", ""wid"", ""time"", ""cpid"", ""ims_surface_value"")",NULL,NULL,NULL,NULL,NULL,NULL,NULL,FALSE
doi:10.5065/D6FB5115,"HX235 CTD Data [Woodgate, R.]","c(""Ship"", ""Oceanography"", ""Arctic"")",NULL,NA,TRUE,https://cn.dataone.org/cn/v2/resolve/doi%3A10.5065%2FD6FB5115,"This is calibrated Conductivity, Temperature, Depth (CTD) downcast data from the Alpha Helix Cruise HX235, a mooring recovery and redeployment cruise during August and September 2000. Data were post calibrated and adjusted to bottle samples by Seth Danielson of the University of Alaska Fairbanks (UAF).",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,FALSE
doi:10.5065/D6XK8CMT,"HX250 CTD Data [Woodgate, R.]","c(""Ship"", ""Oceanography"", ""Arctic"")",NULL,NA,TRUE,https://cn.dataone.org/cn/v2/resolve/doi%3A10.5065%2FD6XK8CMT,"This is calibrated Conductivity, Temperature, Depth (CTD) downcast data from the Alpha Helix Cruise HX250, a mooring recovery and redeployment cruise during August and September 2001. Data were post calibrated and adjusted to bottle samples by Seth Danielson of the University of Alaska Fairbanks (UAF). These data were collected with a Seabird 911 Plus CTD sampling at 24 frames/second with 2 conductivity and 2 temperature sensors. Temperature is reported as computed with the ITS90 scaling. Salinity offset was determined by applying comparing salinometer results to CTD data.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,FALSE
doi:10.5065/D69P2ZRT,"HX260 CTD Data [Woodgate, R.]","c(""Ship"", ""Oceanography"", ""Arctic"")",NULL,NA,TRUE,https://cn.dataone.org/cn/v2/resolve/doi%3A10.5065%2FD69P2ZRT,"This is calibrated Conductivity, Temperature, Depth (CTD) downcast data from the Alpha Helix Cruise, mooring recovery and redeployment cruise June 2002. Data were post calibrated and adjusted to bottle samples by Seth Danielson of the University of Alaska Fairbanks (UAF). These data were collected with a Seabird 911 Plus CTD sampling at 24 frames/second with 2 conductivity and 2 temperature sensors. Salinity offset was determined by applying pre- and post-season factory calibration values, interpolated linearly over the course of the season on a monthly basis.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,FALSE
doi:10.5065/D698853X,"HX274 CTD Data [Woodgate, R.]","c(""Ship"", ""Oceanography"", ""Arctic"")",NULL,NA,TRUE,https://cn.dataone.org/cn/v2/resolve/doi%3A10.5065%2FD698853X,"This is calibrated Conductivity, Temperature, Depth (CTD) downcast data from the Alpha Helix Cruise HX274, a mooring recovery and redeployment cruise during June and July 2003. Data were post calibrated and adjusted to bottle samples by Seth Danielson of the University of Alaska Fairbanks (UAF). These data were collected with a Seabird 911 Plus CTD sampling at 24 frames/second with 2 conductivity and 2 temperature sensors. Salinity offset was determined by applying pre- and post-season factory calibration values, interpolated linearly over the course of the season by month, in conjunction with discrete salinity bottle samples.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,FALSE
